phrase_number,category,tags
165,general,Crowbar
168,general,Cleanliness
169,general,Children
170,general,Burned
171,general,Beauty
172,general,Clothing
175,general,Chief/Ali'i
175,general,Children
175,general,Command
179,general,"Avoidance, of a place"
179,general,"Avoidance, of trouble"
179,general,Avoidance
181,general,Burdens
182,general,Death
183,general,Attraction (see also beauty)
183,general,Birdcatching
184,general,Alteration of a situation
185,general,Contentment
187,general,Corners
188,general,'Aumakua
188,general,Death
190,general,"Achievement, unequalled"
190,general,Achievement
192,general,"Animals (see also specific animals, e.g"
193,general,Chief/Ali'i
193,general,"Commoners, importance"
193,general,Commoners
193,general,Cooking (see also imu)
195,general,Blindness
196,general,"Ancestors (see also descendants, family)"
197,general,"Kaka'e, top of"
197,general,Currents
198,general,"Chief/Ali'i, irreligious"
198,general,Chief/Ali'i
200,general,"Behavior, shamiful"
200,general,Behavior
201,general,"Achievement, praise of"
201,general,Achievement
204,general,"Avoidance, of friends"
204,general,"Avoidance, of relatives"
204,general,Avoidance
205,general,Appreciation (see also gratitude)
208,general,"Beauty, personal"
208,general,Bends
209,general,Kaka'e
209,general,Climbing
211,general,Assistance
212,general,Comfort
214,general,Boredom
215,general,Chatter
215,general,Cooking (see also imu)
216,general,"Canoe, urged with"
216,general,Canoe
216,general,Danger
220,general,Death
221,general,"Bait, poor"
221,general,Bait
222,general,"Boasting, judgment on basis of"
222,general,Boasting
223,general,Adversity
223,general,"Clouds, rain"
223,general,Clouds
224,general,Antagonism
224,general,"Chief/Ali'i, servants of"
224,general,Chief/Ali'i
224,general,Death
225,general,Anger
226,general,"Chief/Ali'i, of/to"
226,general,Chief/Ali'i
226,general,"Commoners, lack of power"
226,general,Commoners
227,general,Commoners
229,general,"Canoe, swamped"
229,general,Canoe
230,general,Appreciation (see also gratitude)
230,general,Beauty
230,general,"Beauty, scenic"
230,general,Birthplace
231,general,Companion
232,general,"Clouds, white"
232,general,"Clouds, young"
232,general,Clouds
233,general,"Chief/Ali'i, obedience to"
233,general,Chief/Ali'i
233,general,"Commoners, obedience to chiefs"
233,general,Commoners
234,general,Courage
235,general,"Beauty, personal"
235,general,Courtship
237,general,Birds
241,general,Blindness
241,general,Contempt
243,general,Chinese
244,general,Buoy
246,general,"Birds, carrying 'awa"
246,general,Birds
247,general,Brevity
248,general,Cooking (see also imu)
249,general,Companion
249,general,"Death, in battle"
249,general,Death
251,general,Contentment
252,general,Conservation
253,general,"Chief/Ali'i, cruelty of"
253,general,Chief/Ali'i
253,general,Cruelty
254,general,"Caution (see also careful, prudence)"
255,general,Beggar
256,general,"Clouds, black"
256,general,Clouds
257,general,Bud
258,general,Cooperation (see also unity)
264,general,Consequences
265,general,Beating
266,general,Alertness
267,general,"Caution (see also careful, prudence)"
267,general,"Correction, constant"
268,general,"Back, hunched"
268,general,Back
268,general,Criticism
270,general,Abuse
275,general,"Assistance, from the dead"
275,general,Assistance
279,general,"Calabash, gourd"
279,general,Calabash
279,general,"Chief/Ali'i, gift to"
279,general,Chief/Ali'i
282,general,Altar
282,general,"Chiefs, ancestors of, falling of the"
282,general,"Chiefs, ancestors of"
282,general,"Commoners, positions of honor"
282,general,Commoners
284,general,Concealment (see also secret)
286,general,Avoidance
286,general,"Canoe, urged with"
286,general,Canoe
286,general,"Caution (see also careful, prudence)"
287,general,"Birdcatching, judged by success"
287,general,Birdcatching
287,general,"Birds, captured"
287,general,Birds
288,general,Cowboys
291,general,Criticism
293,general,"Anger, pit of"
293,general,Anger
294,general,"Death, replacement after"
294,general,Death
295,general,Aging (see also old age)
297,general,Curiosity (see also inquisitiveness)
298,general,Challenge
300,general,Anger
301,general,"Companion, suitable"
301,general,Companion
301,general,Confusion
302,general,Bud
302,general,Consequences
303,general,Cleverness
303,general,Daintiness
304,general,"Cave, secret"
304,general,Cave
304,general,"Chief/Ali'i, discussion of"
304,general,"Chief/Ali'i, secret cave of"
304,general,Chief/Ali'i
306,general,"Canoe, moamoa of"
306,general,Canoe
306,general,"Capacity, full to (see also crowded)"
306,general,Crowded
307,general,Cold
308,general,"Chief/Ali'i, compliment to"
308,general,"Chief/Ali'i, genealogy of"
308,general,"Chief/Ali'i, kapu of"
308,general,Chief/Ali'i
309,general,Chief/Ali'i
310,general,"Animals (see also specific animals, e.g"
312,general,"Birdcatching, methods of"
312,general,Birdcatching
314,general,"Assistance, waifare"
314,general,Assistance
317,general,Children
318,general,Blindness
319,general,Completion
320,general,Challenge
320,general,Crowd (see also multitude)
323,general,Cooperation (see also unity)
325,general,Currents
327,general,"Canoe, bailing of"
327,general,"Canoe, paddling of"
327,general,Canoe
327,general,Cooperation (see also unity)
331,general,Chatter
333,general,Adornment
335,general,Caucasians (see also foreigners)
335,general,Cockroach
336,general,"Chin, yellow"
336,general,Chin
337,general,"Children, of"
337,general,Children
337,general,Makali'i
337,general,"Kalaihaohia, raising of"
337,general,Kalaihaohia
341,general,Annoyance
345,general,"Chief/Ali'i, voice of"
345,general,Chief/Ali'i
346,general,Makali'i
347,general,Makali'i
349,general,"Caution (see also careful, prudence)"
350,general,Avoidance
350,general,"Caution (see also careful, prudence)"
352,general,Courtship
353,general,"Anger, calming of!subsuming of"
353,general,Anger
353,general,Blood
353,general,Breath
354,general,"Birds, of Ka'ula"
354,general,Birds
355,general,Achievement
356,general,"Clouds, 'Opua"
356,general,"Clouds, signs"
356,general,Clouds
359,general,Chief/Ali'i
360,general,"Caution (see also careful, prudence)"
361,general,"Boasting, warning against"
361,general,Boasting
363,general,Breath
363,general,"Chief/Ali'i, cruelty of"
363,general,Chief/Ali'i
363,general,Cruelty
363,general,"Death, kahuna"
363,general,Death
366,general,Club
366,general,"Death, of weakling"
366,general,Death
367,general,Contentment
368,general,"Chief/Ali'i, wife of"
368,general,Chief/Ali'i
369,general,"Chief/Ali'i, heart of"
369,general,"Chief/Ali'i, qualities of good"
369,general,Chief/Ali'i
371,general,Action (see also energy) incitement to
371,general,"Activity, urging of"
371,general,Activity
371,general,Canoe
373,general,"Beauty, personal"
374,general,"Death, day of"
374,general,Death
381,general,Breath
383,general,Death
388,general,"Chest (see also bosom, breast)"
389,general,Careless
391,general,Clothing
393,general,Attraction (see also beauty)
393,general,"Beauty, personal"
393,general,"Birds, gathering of"
393,general,Birds
394,general,Canoe
395,general,Death
396,general,Courtship
398,general,Canoe
400,general,Anger
400,general,Annoyance
401,general,"Arms, carried in the"
401,general,Arms
401,general,Baby (see also children)
401,general,"Back, carried on the"
401,general,Back
401,general,Burdens
404,general,"Birdcatching, poaching"
404,general,Birdcatching
404,general,"Birds, poaching of"
404,general,Birds
404,general,Cooking (see also imu)
405,general,Conservation
406,general,"Anger, extreme"
406,general,Anger
407,general,"Chiefs, ancestors of"
407,general,Darkness
408,general,Attraction (see also beauty)
408,general,"Birds, gathering of"
408,general,Birds
409,general,Attraction (see also beauty)
409,general,Coquette
409,general,Coyness
410,general,Beating
410,general,Bones
411,general,"Birds, numerous"
411,general,"Birds, of Ka'ula"
411,general,Birds
411,general,Crowded
412,general,"Canoe, launching for war"
412,general,Canoe
412,general,"Chiefs, ancestors of"
413,general,Birds
414,general,Awe
419,general,Astray
419,general,Blunder
419,general,Craziness (see also insanity)
420,general,Death
421,general,Death
422,general,"Bosom (see also breast, chest)"
422,general,Death
425,general,Absence
426,general,Birds
431,general,Antagonism
438,general,Kaka'e
441,general,"Avoidance, of strangers"
441,general,Avoidance
441,general,Corners
442,general,Alertness
444,general,Ambition
445,general,"Children, of"
445,general,Children
445,general,Makali'i
445,general,"Kalaihaohia, raising of"
445,general,Kalaihaohia
447,general,Blunder
447,general,Cleverness
447,general,Daintiness
449,general,Bait
450,general,Children
450,general,"Makali'i, favorite"
450,general,Makali'i
450,general,"Kalaihaohia, raising of"
450,general,Kalaihaohia
452,general,"Animals (see also specific animals, e.g"
452,general,Kalaihaohia
452,general,Complaint
453,general,Adoption
453,general,"Children, adopted"
453,general,"Children, of"
453,general,Children
453,general,Kalaihaohia
454,general,Makali'i
454,general,"Kalaihaohia, rude"
454,general,Kalaihaohia
454,general,"Death, of elders"
454,general,Death
455,general,Caucasians (see also foreigners)
457,general,"Bones, immature"
457,general,Bones
457,general,Challenge
457,general,Cleanliness
461,general,Annoyance
461,general,'Aumakua
462,general,Constancy
463,general,Burdens
464,general,Birth
464,general,Boldness
464,general,Bones
464,general,"Makali'i, on Lii'au night"
464,general,Makali'i
465,general,Bravery
465,general,Kaulua
466,general,Chief/Ali'i
466,general,Commoners
467,general,"Birthplaces, sacred"
467,general,"Chief/Ali'i, children of"
467,general,Chief/Ali'i
467,general,"Chiefs, ancestors of, birthplaces of"
467,general,"Chiefs, ancestors of"
467,general,"Makali'i, of chiefs"
467,general,"Makali'i, commoners"
467,general,Makali'i
467,general,Commoners
470,general,Admiration (see also esteem)
470,general,Attraction (see also beauty)
470,general,Cliffs
470,general,Kaka'e
471,general,Admiration (see also esteem)
471,general,Attraction (see also beauty)
474,general,"Anger, growth of"
474,general,Anger
477,general,Birdcatching
477,general,"Birds, maiming of"
477,general,"Birds, oj"
477,general,Birds
477,general,Caucasians (see also foreigners)
477,general,Conservation
477,general,"Death, of bids"
477,general,Death
478,general,"Anger, growth of"
478,general,Anger
478,general,Coral
479,general,Cold
480,general,Activity
480,general,Caucasians (see also foreigners)
481,general,Covetousness
482,general,Commoners
482,general,Conceit (see also egotism)
486,general,"Confusion, oj a situation"
486,general,Confusion
487,general,"Anger, explosion of"
487,general,Anger
488,general,Ass
489,general,"Canoe, after of"
489,general,Canoe
490,general,Confusion
491,general,Consequences
492,general,Baby (see also children)
493,general,Argument
495,general,"Association, judgment by"
496,general,"Achievement, outstanding"
496,general,Achievement
496,general,Calm (see also peace)
499,general,"Makali'i, games of"
499,general,Makali'i
500,general,Adoption
500,general,"Children, adopted"
500,general,Children
500,general,Kalaihaohia
501,general,"Beauty, scenic"
505,general,Buttocks
506,general,"Bait, stealing of"
506,general,Bait
509,general,Deafness
510,general,Consequences
511,general,Birdcatching
511,general,Birds
515,general,Contentment
517,general,Advice
517,general,Deafness
518,general,Complaint
519,general,Alertness
519,general,"Death, courting of"
519,general,"Death, food of"
519,general,Death
520,general,Consequences
524,general,"Caution (see also careful, prudence)"
525,general,"Caution (see also careful, prudence)"
525,general,Danger
526,general,"Careful (see also caution, prudence)"
526,general,"Caution (see also careful, prudence)"
528,general,"Chief/Ali'i, presence of"
528,general,Chief/Ali'i
530,general,"Back, strong"
530,general,Back
531,general,Chief/Ali'i
533,general,Apprenticeship
534,general,Birds
535,general,Birds
535,general,"Chief/Ali'i, symbol of"
535,general,Chief/Ali'i
537,general,Adornment
537,general,Chief/Ali'i
538,general,Attraction (see also beauty)
538,general,"Birdcatching, bychiif"
538,general,Birdcatching
538,general,"Chief/Ali'i, popular"
538,general,Chief/Ali'i
539,general,"Chief/Ali'i, genealogy of"
539,general,Chief/Ali'i
540,general,"Ancestors (see also descendants, family)"
540,general,"Chief/Ali'i, genealogy of"
540,general,"Chief/Ali'i, marriage of"
540,general,Chief/Ali'i
540,general,Commoners
541,general,Bravery
543,general,"Assistance, from gods"
543,general,Assistance
543,general,Cave
545,general,Arms
545,general,"Birdcatching, methods of"
545,general,Birdcatching
545,general,Capture
546,general,Chief/Ali'i
548,general,"Chief/Ali'i, taxation by"
548,general,Chief/Ali'i
550,general,"Anger, warning against"
550,general,Anger
551,general,"Assistance, from 'aumakua"
551,general,Assistance
551,general,'Aumakua
551,general,Burdens
554,general,"Chief/Ali'i, incomprehensibility of"
554,general,Chief/Ali'i
557,general,"Chief/Ali'i, recognition by gods"
557,general,Chief/Ali'i
560,general,Acceptance
560,general,"Chief/Ali'i, pretender to/pretensions to"
560,general,Chief/Ali'i
561,general,"Chief/Ali'i, generosity of"
561,general,"Chief/Ali'i, wise"
561,general,Chief/Ali'i
562,general,Kalaihaohia
563,general,"Body, for thoughts"
563,general,Body
564,general,Bones
566,general,Ahupua'a
566,general,"Chief/Ali'i, of"
566,general,Chief/Ali'i
568,general,Death
570,general,Caucasians (see also foreigners)
570,general,"Culture, knowledge of"
571,general,"Chiefs, ancestors of"
575,general,"Arms, carried in the"
575,general,Arms
575,general,Back
575,general,Children
575,general,"Makali'i, favorite"
575,general,Makali'i
578,general,Chief/Ali'i
578,general,"Kalaihaohia, influences on"
578,general,Kalaihaohia
579,general,Boasting
580,general,"Clouds, signs"
580,general,Clouds
581,general,"Breast (see also bosom, chest)"
582,general,Companion
583,general,"Companion, interesting"
583,general,Companion
584,general,Adultery (see also fornication)
585,general,"Companion, troubles to"
585,general,Companion
586,general,Attraction (see also beauty)
586,general,Companion
588,general,"Body, inheritancefor"
588,general,Body
588,general,Death
591,general,Color
592,general,Bravery
592,general,Canoe
592,general,Courage
593,general,Craziness (see also insanity)
595,general,Annoyance
596,general,"Kalaihaohia, only"
596,general,Kalaihaohia
597,general,"Body, wagering of"
597,general,Body
598,general,"Death, sign of"
598,general,"Death, warning of"
598,general,Death
599,general,"Chief/Ali'i, adornment of"
599,general,Chief/Ali'i
600,general,Chief/Ali'i
602,general,"Canoe, landing of"
602,general,Canoe
604,general,"Caution (see also careful, prudence)"
605,general,"Achievement, due to intelligence"
605,general,Achievement
607,general,Annoyance
610,general,Danger
611,general,Cooking (see also imu)
614,general,Courtship
618,general,Boasting
619,general,"Ke'e, of Pohina"
619,general,Ke'e
621,general,Blindness
628,general,Cold
629,general,"Bosom (see also breast, chest)"
630,general,Caucasians (see also foreigners)
631,general,"Chief/Ali'i, marriage of"
631,general,Chief/Ali'i
631,general,Commoners
632,general,Chief/Ali'i
633,general,Careless
633,general,"Confusion, oj a situation"
633,general,Confusion
636,general,"Kalaihaohia, strength of"
636,general,Kalaihaohia
637,general,"Chief/Ali'i, qualities of good"
637,general,Chief/Ali'i
638,general,Birds
638,general,"Chief/Ali'i, privileges of"
638,general,Chief/Ali'i
639,general,"Chief/Ali'i, boast of"
639,general,Chief/Ali'i
640,general,Angels
640,general,"Death, kahuna"
640,general,Death
641,general,Cleverness
642,general,"Ancestors (see also descendants, family)"
642,general,Container
643,general,"Calabash, full"
643,general,Calabash
644,general,"Calabash, empty"
644,general,Calabash
645,general,"Beauty, personal"
645,general,"Clouds, rain"
645,general,Clouds
646,general,Blood
646,general,"Bones, blooded"
646,general,Bones
647,general,Blood
647,general,"Bones, bloodless"
647,general,Bones
647,general,Death
648,general,"Bones, dried"
648,general,Bones
648,general,Death
650,general,"Caution (see also careful, prudence)"
650,general,Danger
651,general,"Beauty, scenic"
651,general,"Clothing (see also helmet, loin cloth/malo, fine)"
651,general,Clothing
656,general,Avoidance
658,general,Beach
662,general,Bones
662,general,"Children, of"
662,general,Children
662,general,"Makali'i, marriage of"
662,general,Makali'i
664,general,Arrogance
664,general,Belligerence
664,general,Bully
665,general,"Chief/Ali'i, boast of"
665,general,"Chief/Ali'i, kapu of"
665,general,Chief/Ali'i
667,general,"Kalaihaohia, unknown father"
667,general,Kalaihaohia
668,general,"Blood, mixed"
668,general,Blood
668,general,"Kalaihaohia, parentage of"
668,general,"Kalaihaohia, unknown father"
668,general,Kalaihaohia
669,general,"Kaka'e, top of"
669,general,Kaka'e
670,general,Appreciation (see also gratitude)
670,general,Beating
673,general,Birdcatching
674,general,"Chief/Ali'i, of"
674,general,Chief/Ali'i
675,general,Battle of Ka'uwa'upali
675,general,"Children, battles of"
675,general,Children
676,general,"Battle (see also fighting, warfare)"
676,general,"Children, battles of"
676,general,Children
677,general,"Canoe, urged with"
677,general,Canoe
677,general,"Caution (see also careful, prudence)"
680,general,Assistance
680,general,Bail
680,general,"Canoe, bailing of"
680,general,Canoe
682,general,Chiefesses
684,general,Attention
684,general,Cave
684,general,Children
685,general,"Children, of"
685,general,Children
685,general,Makali'i
685,general,Kalaihaohia
687,general,"Kalaihaohia, unknown father"
687,general,Kalaihaohia
688,general,"Children, admiration of"
688,general,Children
690,general,Covetousness
692,general,Cape
693,general,"Chief/Ali'i, household of"
693,general,"Chief/Ali'i, labor of"
693,general,Chief/Ali'i
694,general,"Body, dual"
694,general,Body
696,general,Admiration (see also esteem)
696,general,"Birds, nest of"
696,general,Birds
696,general,"Kaka'e, sheer"
696,general,Kaka'e
697,general,Bravery
700,general,"Chief/Ali'i, tampering with"
700,general,Chief/Ali'i
701,general,Chief/Ali'i
701,general,"Commoners, attempts to elevate self"
701,general,Commoners
704,general,"Back, ""hot"""
704,general,"Back, kapu"
704,general,"Back, sacred"
704,general,Back
705,general,"Back, hunched"
705,general,Back
707,general,Adoption
707,general,Anger
707,general,"Children, adopted"
707,general,Children
707,general,Kalaihaohia
708,general,"Battle (see also fighting, warfare), fighting alone"
708,general,"Battle (see also fighting, warfare)"
710,general,Bitterness
713,general,Attraction (see also beauty)
713,general,"Beauty, personal"
713,general,"Birds, gathering of"
713,general,Birds
714,general,"Achievement, outstanding"
714,general,Achievement
714,general,Admiration (see also esteem)
714,general,"Beauty, personal"
716,general,Bravery
717,general,"Branches (see also plant, tree)"
717,general,Cliffs
719,general,"Chief/Ali'i, care of"
719,general,Chief/Ali'i
719,general,"Makali'i, care of"
719,general,Makali'i
719,general,Kalaihaohia
721,general,Boisterousness
724,general,"Birdcatching, for"
724,general,Birdcatching
727,general,Attraction (see also beauty)
729,general,"Anger, extreme"
729,general,Anger
730,general,"Breast (see also bosom, chest)"
730,general,"Kalaihaohia, return home of grown"
730,general,Kalaihaohia
731,general,Birth
732,general,"Canoe, ghostly"
732,general,"Canoe, prophecy re"
732,general,Canoe
732,general,"Chief/Ali'i, death of"
732,general,Chief/Ali'i
732,general,"Death, of a chief"
732,general,Death
733,general,"Clothing (see also helmet, loin cloth/malo, gay)"
733,general,Clothing
734,general,"Beauty, personal"
737,general,Cynicism
738,general,"Beauty, personal"
740,general,Children
741,general,Confusion
742,general,Birth
743,general,Death
745,general,"Makali'i, of"
745,general,Makali'i
746,general,Conspicuous (see also obvious)
747,general,Avoidance
748,general,"Avoidance, of friends"
748,general,Avoidance
749,general,"Makali'i, in love"
749,general,Makali'i
749,general,Courtship
750,general,"Makali'i, in love"
750,general,Makali'i
753,general,Attraction (see also beauty)
756,general,Chief/Ali'i
757,general,Cold
757,general,"Confusion, going in circles"
757,general,Confusion
759,general,"Assistance, when traveling"
759,general,Assistance
759,general,Burdens
760,general,"Birds, numerous"
760,general,Birds
760,general,Crowd (see also multitude)
761,general,Confidence
762,general,Achievement
762,general,"Body, squirming"
762,general,Body
764,general,"Chief/Ali'i, children of"
764,general,Chief/Ali'i
764,general,"Makali'i, of chiefs"
764,general,Makali'i
766,general,Advice
766,general,Deafness
766,general,Death
768,general,"Canoe, travel by"
768,general,Canoe
769,general,Adultery (see also fornication)
769,general,"Chief/Ali'i, wife of"
769,general,Chief/Ali'i
770,general,"Assistance, to those lost"
770,general,Assistance
770,general,"Birds, gUidance of"
770,general,"Birds, pet"
770,general,Birds
777,general,Awkwardness
777,general,"Canoe, handling of"
777,general,Canoe
778,general,Alertness
778,general,Careless
778,general,Cat
778,general,"Caution (see also careful, prudence)"
779,general,Achievement
781,general,"Assistance, from followers"
781,general,Assistance
785,general,"Chief/Ali'i, and love"
785,general,Chief/Ali'i
786,general,Birthplace
788,general,Anger
789,general,Attraction (see also beauty)
790,general,"Bones, in sorcery"
790,general,Bones
790,general,Bundles
794,general,Beastliness
797,general,"Canoe, handling of"
797,general,"Canoe, paddling of"
797,general,Canoe
798,general,"Anger, warning against"
798,general,Anger
799,general,Chief/Ali'i
802,general,"Birds, pet"
802,general,Birds
803,general,Birds
804,general,Birds
805,general,Attraction (see also beauty)
805,general,"Beauty, personal"
805,general,"Branches (see also plant, tree)"
806,general,Ambition
806,general,"Commoners, attempts to elevate self"
806,general,Commoners
806,general,Contentment
807,general,"Chief/Ali'i, satisfaction of"
807,general,Chief/Ali'i
807,general,Contentment
808,general,Activity
808,general,Alertness
808,general,"Bones, light"
808,general,Bones
808,general,Chief/Ali'i
809,general,Awkwardness
809,general,Blunder
809,general,"Canoe, handling of"
809,general,Canoe
810,general,Appreciation (see also gratitude)
810,general,"Chief/Ali'i, face of"
810,general,Chief/Ali'i
811,general,Bait
812,general,Bait
814,general,'Aumakua
817,general,"Ancestors (see also descendants, family)"
819,general,Boasting
820,general,Cooking (see also imu)
821,general,"Death, of wrongdoer"
821,general,Death
823,general,"Canoe, dream of"
823,general,Canoe
824,general,Affection (see also love)
825,general,Beating
825,general,Chief/Ali'i
825,general,"Death, of a chief"
825,general,Death
826,general,"Clothing (see also helmet, loin cloth/malo, old)"
826,general,Clothing
828,general,Climbing
829,general,Boasting
832,general,Avoidance
833,general,Confusion
836,general,Concealment (see also secret)
837,general,Beauty
838,general,Beauty
838,general,Le'ahi
838,general,Complaint
840,general,Challenge
841,general,"Chief/Ali'i, capturing a shark"
841,general,Chief/Ali'i
842,general,Confusion
843,general,"Chief/Ali'i, presence of"
843,general,Chief/Ali'i
849,general,"Chief/Ali'i, marriage of"
849,general,Chief/Ali'i
851,general,Chief/Ali'i
853,general,Anger
854,general,Authority
857,general,"Chief/Ali'i, war-minded"
857,general,Chief/Ali'i
860,general,Brow
870,general,Cleanliness
871,general,Challenge
873,general,Attraction (see also beauty)
875,general,Bravery
877,general,Action (see also energy) incitement to
877,general,"Chief/Ali'i, incitement to action"
877,general,Chief/Ali'i
879,general,Chief/Ali'i
879,general,Kaka'e
879,general,Climbing
880,general,"Chief/Ali'i, approachability of"
880,general,Chief/Ali'i
880,general,Kaka'e
881,general,Kaka'e
881,general,Death
882,general,Bait
883,general,"Makali'i, of"
883,general,Makali'i
885,general,Activity
886,general,Activity
886,general,Busy
889,general,Concealment (see also secret)
890,general,Chatter
891,general,Baby (see also children)
893,general,Back
894,general,"Ancestors (see also descendants, family)"
895,general,Buttocks
896,general,Blood
897,general,"Assistance, lack of"
897,general,Assistance
897,general,"Canoe, passengers in"
897,general,Canoe
899,general,Canoe
900,general,Bait
901,general,Anchor
901,general,"Canoe, anchor of"
901,general,Canoe
902,general,"Achievement, lack of"
902,general,Achievement
902,general,Cliffs
905,general,"Calm (see also peace), in face of trouble"
905,general,Calm (see also peace)
905,general,Coral
906,general,"Blood, mixed"
906,general,Blood
906,general,"Calabash, lid of"
906,general,Calabash
906,general,Chief/Ali'i
906,general,"Chiefs, ancestors of, of Hawai'i"
906,general,"Chiefs, ancestors of"
906,general,Commoners
909,general,Athlete
910,general,"Chief/Ali'i, obedience to"
910,general,"Chief/Ali'i, will of"
910,general,Chief/Ali'i
911,general,"Chief/Ali'i, pleasures of"
911,general,"Chief/Ali'i, sleep of"
911,general,Chief/Ali'i
911,general,Commoners
912,general,Conservation
916,general,Cat
917,general,Calm (see also peace)
917,general,Day
922,general,"Branches (see also plant, tree)"
926,general,Ambition
927,general,"Cave, sea"
