phrase_number,category,tags
927,general,Cave
928,general,Danger
930,general,Bait
932,general,Coral
937,general,Death
938,general,Coaxing
939,general,Canoe
939,general,Cape
943,general,Birdcatching
945,general,"Chief/Ali'i, low ranking"
945,general,Chief/Ali'i
947,general,"Baby (see also children), carrying of"
947,general,Baby (see also children)
947,general,Kalaihaohia
947,general,"Death, of an infant"
947,general,Death
950,general,"Beauty, personal, but lazy"
950,general,"Beauty, personal, but worthless"
950,general,"Beauty, personal"
951,general,Burdens
953,general,Cave
954,general,Activity
955,general,Cave
958,general,Camouflage
959,general,"Chief/Ali'i, of/to"
959,general,Chief/Ali'i
959,general,Cleverness
960,general,Anger
962,general,"Canoe, landing of"
962,general,Canoe
964,general,Attraction (see also beauty)
965,general,Canoe
965,general,Conservation
965,general,Container
966,general,"Canoe, ""land-sailing'"
966,general,Canoe
967,general,"Canoe, worthy"
967,general,Canoe
967,general,Careless
974,general,Crowd (see also multitude)
975,general,Careless
975,general,Craziness (see also insanity)
976,general,Danger
979,general,Cheat
980,general,Consequences
981,general,"Kalaihaohia, sins of parents upon"
981,general,Kalaihaohia
981,general,Consequences
983,general,"Chief/Ali'i, approachability of"
983,general,"Chief/Ali'i, ""darkness"" of"
983,general,"Chief/Ali'i, kapu of"
983,general,Chief/Ali'i
983,general,Commoners
987,general,Arms
987,general,Baby (see also children)
987,general,Back
994,general,"Chiefs, ancestors of, of Ka'u"
994,general,"Chiefs, ancestors of"
1002,general,"Cliffs, dark"
1002,general,Cliffs
1007,general,Attraction (see also beauty)
1007,general,"Kalaihaohia, influences on"
1007,general,Kalaihaohia
1008,general,Chin
1011,general,"Cliffs, broken"
1011,general,Cliffs
1011,general,"Kaka'e, solid"
1011,general,Kaka'e
1017,general,Adultery (see also fornication)
1017,general,Bedding
1017,general,"Companion, coverlet"
1017,general,Companion
1019,general,Controversy
1020,general,Cold
1020,general,Companion
1021,general,Cowardice
1023,general,"Clouds, 'Opua"
1023,general,Clouds
1024,general,Absence
1024,general,Backbone
1029,general,Battle of Ka'uwa'upali
1030,general,Careless
1030,general,Cleanliness
1030,general,Death
1031,general,Chin
1035,general,Absence
1037,general,"Clouds, mountain"
1037,general,Clouds
1040,general,Criticism
1042,general,"Assistance, parents"
1042,general,Assistance
1042,general,Kalaihaohia
1043,general,Curse
1045,general,Chief/Ali'i
1046,general,Astray
1049,general,"Children, appearance of"
1049,general,Children
1050,general,Anger
1050,general,Ashes
1051,general,"Bones, stripped from"
1051,general,Bones
1052,general,Birds
1057,general,Brow
1059,general,"Back, callouses on"
1059,general,Back
1059,general,Burdens
1062,general,Boredom
1063,general,Annexation
1069,general,"Kalaihaohia, parentage of"
1069,general,Kalaihaohia
1070,general,"Chief/Ali'i, hands of"
1070,general,"Chief/Ali'i, household of"
1070,general,Chief/Ali'i
1073,general,"Kalaihaohia, only"
1073,general,Kalaihaohia
1076,general,"Death, by a single blow"
1076,general,Death
1077,general,'Aumakua
1078,general,"Assistance, from guests"
1078,general,Assistance
1079,general,Chief/Ali'i
1079,general,Command
1080,general,Argument
1081,general,Deafness
1082,general,"Crops, poor"
1082,general,Crops
1083,general,Color
1084,general,"Assistance, lack of"
1084,general,Assistance
1084,general,Kalaihaohia
1084,general,Cooperation (see also unity)
1085,general,"Boasting, of possessions"
1085,general,Boasting
1086,general,Birds
1086,general,Consultation
1088,general,Brow
1090,general,Birds
1090,general,Contentment
1091,general,Astray
1091,general,Kiinehoalani
1091,general,"Cliffs, climbing oj"
1091,general,Cliffs
1092,general,Advice
1092,general,Cold
1094,general,"Birds, voices of"
1094,general,Birds
1096,general,"Bones, stripped from"
1096,general,Bones
1099,general,Boisterousness
1100,general,Activity
1101,general,Completion
1101,general,Continuation
1105,general,Abundance
1106,general,Advancement
1106,general,Advice
1108,general,Bait
1109,general,Bait
1110,general,"Anger, arousal of"
1110,general,Anger
1113,general,"Anger, destruction"
1113,general,Anger
1117,general,"Anger, secrets"
1117,general,Anger
1117,general,Concealment (see also secret)
1118,general,"Chief/Ali'i, family of"
1119,general,Astray
1121,general,"Death, fight to the"
1121,general,"Death, sleep of"
1121,general,Death
1122,general,Concealment (see also secret)
1125,general,Astray
1125,general,"Canoe, navigation of"
1125,general,Canoe
1125,general,Compass
1126,general,"Clouds, meeting"
1126,general,Clouds
1127,general,Chaos
1127,general,Confusion
1128,general,"Chiefs, ancestors of"
1131,general,"Body, ashore"
1131,general,Body
1131,general,Burdens
1131,general,"Chief/Ali'i, corpse of"
1131,general,"Chief/Ali'i, viscera of"
1131,general,Chief/Ali'i
1131,general,Corpse
1131,general,Death
1132,general,Bulbs
1134,general,Behavior
1135,general,Cooperation (see also unity)
1136,general,Confidence
1137,general,"Clouds, inland"
1137,general,"Clouds, rain"
1137,general,Clouds
1138,general,"Bait, carrier"
1138,general,Bait
1138,general,"Canoe, malau of"
1138,general,"Canoe, outrigger of"
1138,general,Canoe
1140,general,Baby (see also children)
1140,general,"Children, ages of"
1140,general,Children
1143,general,"Chiefs, ancestors of, departed"
1143,general,"Chiefs, ancestors of"
1145,general,"Chief/Ali'i, supernatural"
1145,general,Chief/Ali'i
1146,general,"Blood, mixed"
1146,general,Blood
1147,general,Arrogance
1147,general,Bully
1149,general,"Chief/Ali'i, holds the land"
1149,general,Chief/Ali'i
1149,general,"Commoners, labor of"
1150,general,Chief/Ali'i
1154,general,Alertness
1155,general,Arms
1155,general,Complaint
1159,general,Argument
1161,general,"Back, sacred"
1161,general,Back
1161,general,"Chest (see also bosom, breast)"
1161,general,"Chiefs, ancestors of"
1162,general,Birth
1166,general,"Chest (see also bosom, breast)"
1167,general,"Kalaihaohia, influences on"
1167,general,Kalaihaohia
1168,general,Calm (see also peace)
1169,general,"Attraction (see also beauty), of prosperity"
1169,general,Attraction (see also beauty)
1171,general,Bravery
1172,general,Chief/Ali'i
1175,general,"Children, behavior of"
1175,general,"Makali'i, disorderly"
1175,general,Makali'i
1179,general,Behavior
1179,general,Careless
1180,general,Beer
1181,general,Beer
1187,general,Anger
1187,general,Contentment
1188,general,Authority
1191,general,Death
1193,general,"Back, roughened"
1193,general,Back
1193,general,Burdens
1193,general,Companion
1196,general,"Death, day of"
1196,general,Death
1198,general,Crops
1200,general,"Assistance, mutual"
1200,general,Assistance
1202,general,Alertness
1206,general,Attention
1207,general,"Birds, numerous"
1207,general,Birds
1208,general,Altar
1209,general,Currents
1210,general,Bravery
1213,general,"Chief/Ali'i, discussion of"
1213,general,"Chief/Ali'i, relationship to"
1213,general,Chief/Ali'i
1215,general,Annoyance
1215,general,Concealment (see also secret)
1217,general,Behavior
1218,general,"Assistance, of fer of"
1218,general,Assistance
1218,general,Burdens
1218,general,"Death, close to"
1218,general,"Death, last wishes"
1218,general,Death
1219,general,"Death, close to"
1219,general,Death
1221,general,Bait
1223,general,Attraction (see also beauty)
1224,general,"Death, fate after"
1224,general,Death
1226,general,Chief/Ali'i
1227,general,"Chief/Ali'i, ancestry of"
1227,general,Chief/Ali'i
1228,general,Alertness
1228,general,"Caution (see also careful, prudence)"
1229,general,Advice
1232,general,Children
1233,general,Arms
1233,general,Death
1237,general,Battle of Ka'uwa'upali
1240,general,Canoe
1242,general,Canoe
1243,general,Coral
1244,general,Attraction (see also beauty)
1244,general,Bait
1246,general,Body
1252,general,"Baby (see also children), health of"
1252,general,Baby (see also children)
1252,general,"Makali'i, health of"
1252,general,Makali'i
1252,general,"Kalaihaohia, strength of"
1252,general,Kalaihaohia
1253,general,Adultery (see also fornication)
1254,general,Bridle
1255,general,Breath
1261,general,"Ancestors (see also descendants, family)"
1261,general,"Branches (see also plant, tree)"
1262,general,Blindness
1264,general,Challenge
1264,general,"Contest (see also games, sports)"
1265,general,Attraction (see also beauty)
1265,general,"Birds, attraction of,"
1265,general,Birds
1265,general,Charm
1267,general,"Birds, revealing fish"
1267,general,Birds
1268,general,"Cliffs, edge of"
1268,general,Cliffs
1268,general,Consequences
1269,general,"Bosom (see also breast, chest)"
1269,general,"Breast (see also bosom, chest)"
1272,general,"Chiefs, ancestors of, entertainment of"
1272,general,"Chiefs, ancestors of"
1274,general,"Crops, destroyed"
1274,general,Crops
1275,general,Cannibalism
1277,general,"Caution (see also careful, prudence)"
1279,general,Birds
1285,general,"Beauty, scenic"
1285,general,"Boasting, response to"
1285,general,Boasting
1287,general,Birds
1288,general,Admiration (see also esteem)
1288,general,"Beauty, personal"
1288,general,Birds
1289,general,Birds
1290,general,"Caution (see also careful, prudence)"
1292,general,"Death, substitution in"
1292,general,Death
1293,general,Darkness
1293,general,Death
1294,general,"Chief/Ali'i, household of"
1294,general,"Chief/Ali'i, kapu of"
1294,general,Chief/Ali'i
1294,general,Death
1295,general,Children
1296,general,Cliffs
1297,general,"Canoe, shed of"
1297,general,Canoe
1298,general,"Anger, causing flight"
1298,general,Anger
1298,general,"Birds, departure of"
1298,general,Birds
1299,general,Careless
1302,general,Abuse
1302,general,Bruise
1304,general,"Birds, chatter of"
1304,general,Birds
1305,general,Adam's apple
1307,general,Cobwebs
1308,general,"Children, ages of"
1308,general,Children
1308,general,"Makali'i, up"
1308,general,Makali'i
1310,general,Adornment
1312,general,Bathing
1312,general,Cleanliness
1314,general,Brothers (see also siblings)
1314,general,Dam
1320,general,Cleverness
1321,general,Cleanliness
1334,general,"Birdcatching, methods of"
1334,general,Birdcatching
1337,general,"Bones, stripped from"
1337,general,Bones
1337,general,Bruise
1338,general,Crowd (see also multitude)
1342,general,Death
1343,general,Canoe
1344,general,"Birds, revealing fish"
1344,general,Birds
1346,general,"Chief/Ali'i, care of"
1346,general,"Chief/Ali'i, children of"
1346,general,Chief/Ali'i
1346,general,"Makali'i, of chiefs"
1346,general,Makali'i
1346,general,Kalaihaohia
1349,general,"Animals (see also specific animals, e.g"
1353,general,Cooking (see also imu)
1365,general,"Cliffs, the"
1365,general,Cliffs
1370,general,Bait
1371,general,Bait
1376,general,"Canoe, prow of"
1376,general,Canoe
1381,general,Cooking (see also imu)
1382,general,"Death, of royalty"
1382,general,"Death, sign of"
1382,general,Death
1383,general,Breath
1387,general,Anger
1388,general,"Companion, constant"
1388,general,Companion
1388,general,Companionship
1388,general,Constancy
1389,general,Contentment
1391,general,Arms
1391,general,"Children, born close together"
1391,general,Children
1394,general,"Chief/Ali'i, guarding of"
1394,general,Chief/Ali'i
1395,general,Clouds
1396,general,Criticism
1397,general,Makali'i
1398,general,Body
1400,general,Bowling
1401,general,Cruelty
1402,general,"Confusion, oj a situation"
1402,general,Confusion
1405,general,"Chiefs, ancestors of"
1406,general,"Chiefs, ancestors of"
1407,general,Cowardice
1408,general,Cliffs
1408,general,Kaka'e
1412,general,Chief/Ali'i
1416,general,Clouds
1420,general,Arrogance
1420,general,Avoidance
1420,general,"Chiefs, ancestors of, of Moloka'i"
1420,general,"Chiefs, ancestors of"
1420,general,Concealment (see also secret)
1421,general,"Anger, chiefl"
1421,general,Anger
1421,general,"Chief/Ali'i, anger of l"
1421,general,Chief/Ali'i
1424,general,"Chief/Ali'i, of/to"
1424,general,Chief/Ali'i
1425,general,Birth
1425,general,Calm (see also peace)
1425,general,Comfort
1426,general,Constancy
1429,general,"Branches (see also plant, tree)"
1431,general,"Chief/Ali'i, travel of"
1431,general,Chief/Ali'i
1436,general,Brow
1437,general,"Animals (see also specific animals, e.g., destruction by"
1437,general,"Animals (see also specific animals, e.g"
1438,general,Children
1440,general,Advice
1440,general,Assistance
1442,general,Careless
1442,general,"Caution (see also careful, prudence)"
1448,general,"Chiefs, ancestors of, associating with each other"
1448,general,"Chiefs, ancestors of, in warfare"
1448,general,"Chiefs, ancestors of"
1448,general,Commoners
1449,general,"Bones, of chiif"
1449,general,Bones
1449,general,"Burdens, of achiif"
1449,general,Burdens
1449,general,Cave
1449,general,Chief/Ali'i
1450,general,Calm (see also peace)
1453,general,"Animals (see also specific animals, e.g., destruction by"
1453,general,"Animals (see also specific animals, e.g"
1462,general,"Canoe, launching of"
1462,general,Canoe
1463,general,"Calabash, gourd"
1463,general,Calabash
1470,general,Children
1471,general,"Children, ages of"
1471,general,Children
1472,general,"Children, ages of"
1472,general,Children
1473,general,"Burdens, of achiif"
1473,general,Burdens
1473,general,Chief/Ali'i
1473,general,"Makali'i, loose-seated"
1473,general,Makali'i
1473,general,Kaka'e
1473,general,Clouds
1477,general,Dawn
1478,general,"Canoe, launching of"
1478,general,Canoe
1479,general,Attention
1481,general,Annoyance
1482,general,Beach
1482,general,"Body, ashore"
1482,general,Body
1482,general,"Commoners, death of"
1482,general,Currents
1482,general,Death
1484,general,Kalaihaohia
1485,general,Chiefesses
1486,general,Beauty
1489,general,Back
1493,general,"Chief/Ali'i, wife of"
1493,general,Chief/Ali'i
1496,general,Baldness
1497,general,Athlete
1504,general,Back
1504,general,"Children, ages of"
1504,general,Children
1505,general,"Children, ages of"
1505,general,Children
1505,general,Cooking (see also imu)
1506,general,"Children, ages of"
1506,general,Children
1507,general,"Children, ages of"
1507,general,Children
1508,general,"Caution (see also careful, prudence)"
1508,general,Concealment (see also secret)
1513,general,Clouds
1518,general,Baby (see also children)
1519,general,Currents
1522,general,Avoidance
1522,general,Contempt
1522,general,Criticism
1524,general,Confusion
1524,general,Crooked
1525,general,Craziness (see also insanity)
1525,general,Crooked
1525,general,"Death, at sea"
1525,general,Death
1527,general,Kaka'e
1528,general,Kaka'e
1529,general,Burdens
1529,general,Chief/Ali'i
1529,general,"Chiefs, ancestors of"
1529,general,"Cliff, man-calling"
1530,general,Kaka'e
1531,general,Cliffs
1532,general,Cliffs
1533,general,"Cliff, man-calling"
1534,general,"Chief/Ali'i, weak"
1534,general,Chief/Ali'i
1535,general,Barren
1537,general,Burdens
1537,general,Chief/Ali'i
1539,general,"Achievement, praise of"
1539,general,Achievement
1539,general,"Ascent (see also climbing, summit, etc.)"
1539,general,Kaka'e
1539,general,Climbing
1540,general,Cornerstone
1542,general,Adornment
1542,general,"Bosom (see also breast, chest)"
1543,general,Appreciation (see also gratitude)
1544,general,Assistance
1545,general,Cave
1545,general,"Chin, double"
1545,general,Chin
1546,general,Anus
1546,general,Assistance
1547,general,Birds
1547,general,"Bosom (see also breast, chest)"
1558,general,"Chief/Ali'i, rebellion against"
1558,general,Chief/Ali'i
1559,general,Back
1561,general,Cane/walking stick
1572,general,Adz
1574,general,Beating
1574,general,"Beauty, personal"
1574,general,"Death, of royalty"
1574,general,Death
1576,general,Crops
1577,general,Clothing
1586,general,Adz
1593,general,Kaka'e
1605,general,Admiration (see also esteem)
1606,general,"Anger, annoyance leads to"
1606,general,Anger
1606,general,Annoyance
1607,general,Admiration (see also esteem)
1609,general,Canoe
1611,general,Brain
1611,general,Ceremony
1612,general,Baldness
1613,general,Covetousness
1614,general,"Chief/Ali'i, watched by gods"
1614,general,Chief/Ali'i
1615,general,Canoe
1615,general,"Clothing (see also helmet, loin cloth/malo, fine)"
1615,general,Clothing
1618,general,Bones
1621,general,Cold
1623,general,Canoe
1624,general,Burdens
1624,general,Death
1626,general,Blindness
1626,general,Cleanliness
1629,general,"Chief/Ali'i, bad"
1629,general,"Chief/Ali'i, destruction of"
1629,general,Chief/Ali'i
1630,general,Back
1632,general,Back
1634,general,Anchor
1642,general,Absence
1642,general,Currents
1643,general,Assistance
1643,general,"Birds, gUidance of"
1643,general,Birds
1644,general,Chief/Ali'i
1646,general,Black
1651,general,Body
1653,general,Camouflage
1653,general,Concealment (see also secret)
1659,general,Cleanliness
1664,general,Cape
1664,general,"Chief/Ali'i, dress of"
1664,general,Chief/Ali'i
1667,general,"Chief/Ali'i, of wohi rank"
1667,general,Chief/Ali'i
1670,general,Kaka'e
1673,general,"Caution (see also careful, prudence)"
1677,general,"Chief/Ali'i, power of"
1677,general,Chief/Ali'i
1679,general,Body
1679,general,"Crops, destroyed"
1679,general,Crops
1680,general,Clothing
1681,general,Boasting
1681,general,Courtship
1682,general,"Chiefs, ancestors of, birthplaces of"
1682,general,"Chiefs, ancestors of, residence of"
1682,general,"Chiefs, ancestors of"
1687,general,"Chief/Ali'i, kapu of"
1687,general,Chief/Ali'i
1688,general,Anger
1690,general,Canoe
1691,general,"Ancestors (see also descendants, family)"
1693,general,"Boasting, constant"
1693,general,Boasting
1694,general,Blowhole
1698,general,Clouds
1699,general,Anger
1700,general,"Business, discussion of"
1702,general,"Beauty, personal"
1707,general,Attraction (see also beauty)
1707,general,"Birdcatching, for"
1707,general,Birdcatching
1708,general,Bundles
1708,general,Burdens
1710,general,"Battle (see also fighting, warfare)"
1710,general,Climbing
1710,general,"Death, escape from"
1710,general,Death
1711,general,'Alapa (warriors of Kalaniopu'u)
1712,general,Boasting
1712,general,"Chief/Ali'i, boast of"
1712,general,Chief/Ali'i
1713,general,Aridity
1715,general,Attraction (see also beauty)
1715,general,Beach
1715,general,Caucasians (see also foreigners)
1721,general,Bait
1723,general,"Makali'i, fishing by"
1723,general,Makali'i
1724,general,"Chiefs, ancestors of"
1737,general,Arms
1737,general,Children
1739,general,"Chief/Ali'i, awarding of land by"
1739,general,Chief/Ali'i
1740,general,'Aumakua
1741,general,Completion
1744,general,Crooked
1749,general,Kaka'e
1750,general,Chief/Ali'i
1750,general,Ke'e
1753,general,"Caution (see also careful, prudence)"
1756,general,Admiration (see also esteem)
1757,general,"Back, ""hot"""
1757,general,"Back, kapu"
1757,general,Back
1757,general,Death
1760,general,Ambition
1760,general,"Chief/Ali'i, son-in-law of"
1760,general,Chief/Ali'i
1763,general,Assistance
1764,general,Chief/Ali'i
1767,general,Boxing
1768,general,"Chiefs, ancestors of"
1769,general,Breath
1769,general,"Death, close to"
1769,general,Death
1770,general,Adversity
1770,general,Assistance
1772,general,"Chief/Ali'i, cruelty of"
1772,general,Chief/Ali'i
1772,general,Corpse
1772,general,Curse
1772,general,"Death, kahuna"
1772,general,Death
1776,general,Chief/Ali'i
1776,general,Concealment (see also secret)
1777,general,Le'ahi
1781,general,"Battle (see also fighting, warfare)"
1781,general,Battle of Ka'uwa'upali
1781,general,Dam
1782,general,Assistance
1782,general,Cleanliness
1786,general,"Chief/Ali'i, power of"
1786,general,Chief/Ali'i
1786,general,Clouds
1787,general,Conceit (see also egotism)
1789,general,Bravery
1789,general,"Canoe, bow of"
1789,general,Canoe
1789,general,Courage
1789,general,Danger
1790,general,Criticism
1791,general,"Chief/Ali'i, presence of"
1791,general,Chief/Ali'i
1792,general,"Beauty, personal, but lazy"
1792,general,"Beauty, personal"
1795,general,Attraction (see also beauty)
1795,general,Clothing
1796,general,Cliffs
1796,general,Clothing
1797,general,Antagonism
1799,general,Cave
1800,general,Canoe
1801,general,Death
1802,general,Anger
1802,general,"Chief/Ali'i, claiming kinship with a"
1802,general,Chief/Ali'i
1803,general,"Body, multiple"
1803,general,Body
1804,general,"Body, dual"
1804,general,Body
1806,general,Canoe
1807,general,Contentment
1808,general,Boldness
1808,general,Brazen
1810,general,Cold
1811,general,"Bones, of chiif"
1811,general,"Bones, of Hua"
1811,general,Bones
1811,general,Chief/Ali'i
1811,general,"Death, kahuna"
1811,general,Death
1814,general,Breath
1814,general,Climbing
1817,general,Anus
1818,general,Channel
1819,general,Anger
1819,general,Canoe
1819,general,"Chief/Ali'i, demands of"
1819,general,"Chief/Ali'i, selfish"
1819,general,Chief/Ali'i
1819,general,Currents
1823,general,"Children, ages of"
1823,general,Children
1831,general,Kalaihaohia
1831,general,Courtship
1831,general,"Daughter, beautiful"
1833,general,"Chief/Ali'i, overthrow of"
1833,general,Chief/Ali'i
1834,general,Circle
1835,general,"Death, in lua"
1835,general,Death
1836,general,Assistance
1836,general,Cooperation (see also unity)
1837,general,Bog
1838,general,Kalaihaohia
1844,general,Calm (see also peace)
1844,general,Clouds
1847,general,Burdens
1847,general,"Makali'i, carried"
1847,general,Makali'i
1848,general,Adversity
1848,general,Anger
1854,general,Companion
1854,general,Contention
1856,general,Death
1858,general,Arrow
1859,general,Arrow
1860,general,"Battle of Ka'uwa'upali, oj Moku'ohai"
1860,general,Battle of Ka'uwa'upali
1862,general,Crowd (see also multitude)
1863,general,Crops
1865,general,Calm (see also peace)
1867,general,Attraction (see also beauty)
1871,general,Courage
1873,general,Assistance
1875,general,"Makali'i, food for"
1875,general,Makali'i
1875,general,Kalaihaohia
1876,general,Chief/Ali'i
1878,general,"Beauty, personal"
1879,general,Behavior
1880,general,Achievement
1880,general,"Ascent (see also climbing, summit, etc.)"
1883,general,Back
1883,general,"Makali'i, games of"
1883,general,Makali'i
1883,general,Concealment (see also secret)
1884,general,Beating
1885,general,Activity
1886,general,Camouflage
1886,general,Cleverness
1886,general,Danger
1887,general,Cannibalism
1887,general,Comfort
1888,general,"Anger, words in"
1888,general,Anger
1891,general,Boasting
1892,general,Burdens
1898,general,Confusion
1899,general,Anger
1899,general,Chin
1900,general,Canoe
1901,general,Back
1901,general,Burdens
1904,general,"Death, of a daughter"
1904,general,Death
1905,general,Clouds
1906,general,Anger
1907,general,"Clouds, signs"
1907,general,Clouds
1908,general,Boasting
1912,general,Anger
1913,general,"Achievement, urging of"
1913,general,Achievement
1914,general,"Achievement, urging of"
1914,general,Achievement
1915,general,Deafness
1917,general,Clouds
1917,general,"Death, rainat"
1917,general,Death
1918,general,Attraction (see also beauty)
1918,general,"Beauty, personal"
1918,general,"Chief/Ali'i, identification"
1918,general,Chief/Ali'i
1918,general,Cliffs
1921,general,"Chief/Ali'i, advice to"
1921,general,Chief/Ali'i
1922,general,Children
1922,general,Makali'i
1923,general,"Cave, deep"
1923,general,Cave
1924,general,Bravery
1924,general,Ke'e
1924,general,Courage
1925,general,"Activity, lack of"
1925,general,Activity
1930,general,Ke'e
1930,general,Cooperation (see also unity)
1931,general,Darkness
1932,general,Blood
1932,general,Bones
1933,general,Bait
1934,general,Death
1935,general,Birds
1937,general,Commoners
1938,general,"Birds, wings of"
1938,general,Birds
1938,general,Kalaihaohia
1940,general,Boasting
1942,general,"Chiefs, ancestors of"
1944,general,"Chief/Ali'i, dignity of"
1944,general,Chief/Ali'i
1944,general,Club
1944,general,Death
1947,general,Chin
1951,general,Bait
1955,general,"Business, discussion of"
1955,general,"Canoe, fishing"
1955,general,Canoe
1958,general,Breath
1958,general,"Death, causes"
1958,general,Death
1959,general,"Careful (see also caution, prudence)"
1960,general,Death
1964,general,Boasting
1964,general,Comfort
1967,general,Calm (see also peace)
1967,general,"Conversation (see also discussion, speech)"
1971,general,Anchor
1973,general,Crowd (see also multitude)
1974,general,Birds
1974,general,Confusion
1977,general,"Chief/Ali'i, sleep of"
1977,general,Chief/Ali'i
1978,general,Death
1980,general,Anger
1981,general,Birds
1984,general,Kiinehoalani
1984,general,"Cliffs, falling from"
1984,general,Cliffs
1985,general,"Cliffs, leaping from"
1985,general,Cliffs
1986,general,Anger
1986,general,Ashes
1986,general,"Bait, in sorcery"
1986,general,Bait
1986,general,Confusion
1987,general,Appropriateness
1992,general,Attraction (see also beauty)
1993,general,Children
1993,general,"Kalaihaohia, rude"
1993,general,Kalaihaohia
1994,general,Bread
1994,general,Chiefesses
1994,general,"Children, ages of"
1994,general,Children
1995,general,Birds
1998,general,Cold
1999,general,Calm (see also peace)
2002,general,Attraction (see also beauty)
2002,general,Confusion
2003,general,Appearances
2003,general,Capability
2005,general,Absorption
2005,general,Attention
2005,general,Chanting
2006,general,"Battle (see also fighting, warfare)"
2006,general,Currents
2007,general,Anger
2014,general,Club
2016,general,"Coconuts, sign of failure"
2018,general,Birds
2021,general,"Canoe, on blocks"
2021,general,"Canoe, royal"
2021,general,Canoe
2021,general,Chief/Ali'i
2022,general,"Canoe, fishing"
2022,general,Canoe
2022,general,Crowd (see also multitude)
2026,general,"Attraction (see also beauty), of prosperity"
2026,general,Attraction (see also beauty)
2028,general,Curse
2029,general,Anger
2030,general,Chief/Ali'i
2030,general,"Makali'i, favorite"
2030,general,Makali'i
2032,general,Comfort
2034,general,Burdens
2035,general,Admiration (see also esteem)
2035,general,"Chief/Ali'i, praise of"
2035,general,Chief/Ali'i
2036,general,Le'ahi
2037,general,Abuse
2040,general,Death
2042,general,Attraction (see also beauty)
2042,general,Avoidance
2045,general,Annoyance
2046,general,"Anger, chiefl"
2046,general,Anger
2046,general,"Chief/Ali'i, anger of l"
2046,general,Chief/Ali'i
2049,general,Challenge
2050,general,Contention
2051,general,"Bride, advice to"
2052,general,Anger
2054,general,Birdcatching
2054,general,Birds
2054,general,Courtship
2055,general,"Achievement, boasting of"
2055,general,Achievement
2055,general,"Boasting, response to"
2055,general,Boasting
2056,general,Alphabet
2057,general,"Boasting, warning against"
2057,general,Boasting
2058,general,Birth
2058,general,Death
2060,general,"'Aipo, of Kaua'i"
2060,general,'Aipo
2060,general,Calm (see also peace)
2061,general,Blood
2062,general,Day
2066,general,"Body, four corners of"
2066,general,Body
2069,general,"Ancestors (see also descendants, family, discussion of)"
2069,general,"Ancestors (see also descendants, family)"
2069,general,"Bones, of ancestors"
2069,general,Bones
2072,general,Consequences
2072,general,Curiosity (see also inquisitiveness)
2073,general,Beginning
2073,general,Bible
2073,general,"Christianity (see also God, Christian;"
2074,general,"Cliffs, falling from"
2074,general,Cliffs
2076,general,"Caution (see also careful, prudence)"
2076,general,Challenge
2077,general,"Kalaihaohia, trust of"
2077,general,Kalaihaohia
2079,general,Attention
2080,general,Contentment
2081,general,Back
2081,general,Criticism
2084,general,"Branches (see also plant, tree)"
2084,general,Climbing
2086,general,Kalaihaohia
2087,general,Alertness
2087,general,"Birdcatching, methods of"
2087,general,Birdcatching
2091,general,"Chief/Ali'i, obedience to"
2091,general,Chief/Ali'i
2092,general,Attraction (see also beauty)
2092,general,"Beauty, personal"
2097,general,Clouds
2097,general,Danger
2098,general,Blindness
2099,general,Blindness
2099,general,Cleanliness
2100,general,Anger
2103,general,Corpse
2103,general,Danger
2103,general,"Death, at sea"
2103,general,Death
2104,general,Battle of Ka'uwa'upali
2104,general,Death
2106,general,Anus
2106,general,"Death, an issue"
2106,general,Death
2107,general,"Kalaihaohia, one's"
2107,general,Kalaihaohia
2109,general,"Bones, of chiif"
2109,general,Bones
2109,general,Chief/Ali'i
2110,general,Death
2111,general,Makali'i
2111,general,"Death, and return to life"
2111,general,Death
2112,general,Astray
2113,general,Back
2115,general,Makali'i
2116,general,Command
2117,general,"Caution (see also careful, prudence)"
2118,general,"Caution (see also careful, prudence)"
2119,general,"Caution (see also careful, prudence)"
2120,general,Annoyance
2120,general,"Caution (see also careful, prudence)"
2120,general,Consequences
2121,general,Bitterness
2121,general,"Caution (see also careful, prudence)"
2122,general,"Careful (see also caution, prudence)"
2122,general,"Caution (see also careful, prudence)"
2124,general,Calm (see also peace)
2124,general,Clouds
2125,general,Assistance
2126,general,Anger
2127,general,"Chief/Ali'i, discussion of"
2127,general,"Chief/Ali'i, family of"
2127,general,"Chief/Ali'i, relationship to"
2127,general,Chief/Ali'i
2131,general,"Canoe, double"
2131,general,Canoe
2133,general,Contention
2134,general,Clouds
2136,general,Back
2139,general,Chief/Ali'i
2139,general,Commoners
2144,general,Achievement
2146,general,Breath
2146,general,Death
2147,general,Calm (see also peace)
2149,general,Bait
2150,general,Bait
2151,general,Attraction (see also beauty)
2151,general,"Beauty, personal"
2156,general,Careless
2157,general,"Anger, secrets"
2157,general,Anger
2158,general,"Chief/Ali'i, obedience to"
2158,general,Chief/Ali'i
2159,general,Cooking (see also imu)
2160,general,Cooking (see also imu)
2167,general,Death
2168,general,Death
2169,general,Death
2171,general,"Ancestors (see also descendants, family)"
2171,general,'Aumakua
2172,general,Cold
2173,general,Assistance
2174,general,Assistance
2175,general,Bedding
2177,general,"Death, escape from"
2177,general,Death
2179,general,Dawn
2180,general,"Beauty, personal"
2181,general,Confusion
2182,general,"Death, relative"
2182,general,"Death, sign of"
2182,general,Death
2183,general,"Body, parts of"
2183,general,Body
2183,general,Challenge
