phrase_number,category,tags
2538,plants,ʻUala
2538,plants,Sweet potato
2546,plants,Maiʻa
2546,plants,Banana
2568,plants,Pāhāpaha
2591,plants,Maiʻa
2591,plants,Banana
2592,plants,Kī
2592,plants,Ti
2593,plants,Uluhe
2598,plants,ʻAwa
2606,plants,Maiʻa
2606,plants,Banana
2625,plants,ʻAmaʻu
2682,plants,Kohekohe
2696,plants,Nēnēleau
2701,plants,Wiliwili
2702,plants,Kō
2702,plants,Sugar cane
2703,plants,Kō
2703,plants,Sugar cane
2706,plants,Hau
2722,plants,Kō
2722,plants,Sugar cane
2734,plants,Limu
2734,plants,Seaweed
2744,plants,ʻAwa
2768,plants,Kī
2768,plants,Ti
2800,plants,ʻUala
2800,plants,Sweet potato
2810,plants,ʻUala
2810,plants,Sweet potato
2811,plants,Niu
2811,plants,Coconut
2821,plants,Pīʻaniʻani
2827,plants,Hue
2830,plants,Maiʻa
2830,plants,Banana
2833,plants,ʻOlona
2859,plants,Māmane
2867,plants,Hōʻi
2899,plants,Niu
2899,plants,Coconut
2932,plants,ʻŌhiʻa
