phrase_number,category,tags
734,general,Sea
735,general,Music
737,general,Odor (see also fragrance)
737,general,Planning
737,general,Scepticism
740,general,Shade
742,general,Search
744,general,Procrastination
745,general,"Mother (see also parents, wife, woman), negleciful"
745,general,"Mother (see also parents, wife, woman)"
746,general,Obvious
748,general,Rain of Hokuko'a
751,general,"Poison, fish"
752,general,"Poi, pounding of"
752,general,Poi
754,general,Salt
754,general,Scandal
755,general,Money
755,general,Poi
755,general,Prosperity
758,general,Mud
758,general,Poi
761,general,Pretensions
761,general,"Rank (see also status), friends of those of"
761,general,Rank (see also status)
762,general,Size
768,general,Promises
771,general,Offerings
772,general,Rank (see also status)
774,general,"Nets, fine-meshed"
774,general,Nets
775,general,Icy rain
775,general,"Rank (see also status), elevation of"
775,general,Rank (see also status)
776,general,Skill (see also expert)
778,general,Rat
779,general,"Sand, jIyingl"
779,general,Sand
783,general,Shame
788,general,Pu'uhale
790,general,Religion
792,general,Promiscuity
793,general,"Pry (see also curiosity, inquisitiveness)"
797,general,Paddle (see also canoe)
798,general,Practice
800,general,Persistence
801,general,Recklessness
802,general,Protection
803,general,Prosperity
806,general,Satisfaction
808,general,Satisfaction
808,general,Servants
809,general,Paddle (see also canoe)
811,general,Production
811,general,Reward
812,general,Remarriage
813,general,Skin
814,general,Offerings
814,general,"Prayers, of forgiveness"
814,general,Prayers
815,general,Rarity (see also value)
815,general,Scarcity (see also lack)
820,general,Responsibilities
821,general,Punishment
821,general,Ka'a'awa
823,general,Of bad luck
827,general,Popularity
831,general,"Relationship, blood"
832,general,Prudence
834,general,Pinworms
836,general,Riddling
839,general,Rank (see also status)
840,general,Retreat (from danger)
842,general,Promiscuity
843,general,Rigidity
844,general,Sea
844,general,"Skill, great"
844,general,Skill (see also expert)
845,general,"Roots, shallow"
845,general,Roots
848,general,"Potency, sexual"
850,general,Parasite (see also exploitation)
851,general,Shyness
852,general,Mist
852,general,"Mountain (see also hill, summit)"
854,general,Mist
855,general,"Skill, in surfing"
855,general,Skill (see also expert)
856,general,Prophet
857,general,Protection
860,general,Parasite (see also exploitation)
860,general,Pride
860,general,Self-sufficiency
863,general,Permanence
864,general,"Skin, dark"
864,general,Skin
866,general,Shyness
867,general,Rootless
874,general,"Salt, melts"
874,general,Salt
875,general,"Mouth, t"
875,general,Mouth
875,general,Prudence
876,general,Skin
877,general,Music
878,general,"Rank (see also status), low"
878,general,Rank (see also status)
883,general,Sin
884,general,Rude (see also manners)
891,general,Rat
893,general,Protection
894,general,"Relationship, blood, loose"
894,general,"Relationship, blood"
896,general,"Relationship, blood"
897,general,Nets
897,general,Paddle (see also canoe)
903,general,"Night, gainful"
903,general,Night
904,general,Skill (see also expert)
905,general,"Problems (see also difficulties, trouble)"
905,general,Sea
905,general,Pu'uhale
907,general,"Nights, Hilo"
907,general,Shellfish
908,general,"Night, wanderers in the"
908,general,Night
908,general,"Nights, Hilo, Kane"
908,general,"Nights, Hilo"
909,general,Runners
909,general,Running
909,general,"Siblings, younger"
909,general,Siblings (see family)
911,general,Rest (see also relaxation)
912,general,Prudence
913,general,Sky
914,general,Plants
915,general,"Poison, fish"
915,general,Prayers
917,general,Night
917,general,Peace (see also calm)
918,general,Pigs
918,general,Prayers
919,general,Pigs
920,general,Rarity (see also value)
921,general,Miser
923,general,Roots
926,general,Power
927,general,Size
929,general,Promises
930,general,Nuisance
932,general,Perseverance
932,general,Persistence
932,general,Progress
932,general,Reef
934,general,Shame
938,general,Obstacle
938,general,Obstinacy
939,general,Skill (see also expert)
940,general,"Odor (see also fragrance), body"
940,general,Odor (see also fragrance)
942,general,Preceding nehu run
943,general,Shelter (see also protection)
944,general,Ruthlessness
945,general,Light rain
945,general,"Rank (see also status), low"
945,general,Rank (see also status)
948,general,Promiscuity
949,general,Scarcity (see also lack)
951,general,"Problems (see also difficulties, trouble)"
952,general,Rebel
952,general,Rebellion
953,general,Shyness
954,general,Restlessness
955,general,Self-reliance
960,general,Mule
961,general,"Pigs, strangling of"
961,general,Pigs
963,general,Quiet
964,general,"Nets, fine-meshed"
964,general,Nets
968,general,"Mouth, sour"
968,general,Mouth
969,general,Mouth
970,general,"Mouth, small"
970,general,"Mouth, tight"
970,general,Mouth
972,general,Waimea
973,general,Skill (see also expert)
974,general,Multitude (see also crowd}
977,general,"Possessions, precious"
977,general,Possessions
979,general,Sand
981,general,"'jeather""601"
986,general,Parasite (see also exploitation)
987,general,"Mother (see also parents, wife, woman), fleeing"
987,general,"Mother (see also parents, wife, woman)"
989,general,Muku
989,general,Planting (see also farming)
989,general,"Problems (see also difficulties, trouble)"
993,general,Planning
994,general,Names
994,general,Posture
996,general,"Months, Hi/ina"
998,general,Pouring rain
998,general,Rain of Hilo
1000,general,Kanilehua rain
1000,general,Rain of Hilo
1001,general,Rain of Hilo
1001,general,"Rain, Constant rain"
1002,general,Rain of Hilo
1003,general,Planting (see also farming)
1003,general,Pride
1006,general,Mud
1006,general,Rain of Hilo
1007,general,Pregnancy
1007,general,Quiet
1008,general,"Nose, shiny"
1008,general,Nose
1012,general,Reward
1013,general,Pro of
1013,general,"Skill, in surfing"
1013,general,Skill (see also expert)
1014,general,Protection
1016,general,Poi
1020,general,"Night, cold"
1020,general,Night
1025,general,"Relationship, blood, repaired"
1025,general,"Relationship, blood"
1025,general,"Roots, tap"
1025,general,Roots
1026,general,Opportunity
1026,general,"Sea, broiling"
1026,general,Sea
1027,general,"Sea, foamy"
1027,general,Sea
1028,general,Salt
1028,general,Waimea
1030,general,Poi
1030,general,Punishment
1031,general,Pout
1032,general,Repentance
1033,general,Namii
1033,general,Nawa
1037,general,"Mountain (see also hill, summit)"
1037,general,Scattering
1038,general,"Peace (see also calm), return of"
1038,general,Peace (see also calm)
1039,general,Plains
1042,general,"'jeather""601, return to"
1042,general,"'jeather""601"
1043,general,Return
1044,general,Plains
1046,general,Runners
1047,general,"Of bad luck, re fishing"
1047,general,Of bad luck
1050,general,Regret
1050,general,Remorse
1051,general,Secret (see also concealment)
1054,general,Pride
1055,general,Nose
1058,general,Shoulders
1061,general,Recognition
1061,general,Pu'uhale
1063,general,Of bad luck
1064,general,Recognition
1066,general,Misfortune
1068,general,Paddle (see also canoe)
1069,general,"Mother (see also parents, wife, woman), children of different"
1069,general,"Mother (see also parents, wife, woman)"
1072,general,Sacrifice
1073,general,"Mother (see also parents, wife, woman)"
1077,general,Punishment
1077,general,Regret
1077,general,Repentance
1078,general,Permanence
1079,general,Obedience
1081,general,Odor (see also fragrance)
1082,general,Salt
1082,general,Waimea
1084,general,Selfishness
1084,general,Sharing
1085,general,"Possessions, not yours"
1085,general,Possessions
1085,general,Pride
1086,general,Retribution
1087,general,Outside
1090,general,Peace (see also calm)
1091,general,Of bad luck
1092,general,'Okiu rain
1093,general,Pro of
1095,general,Power
1096,general,Mouth
1096,general,Punishment
1100,general,Restlessness
1100,general,Mokoli'i
1100,general,"Pu'uhale, restless"
1100,general,Pu'uhale
1101,general,Newspaper
1101,general,Procrastination
1104,general,Orderliness
1104,general,Planning
1106,general,Progress
1108,general,Skin
1110,general,Pu'uhale
1111,general,Prisoner
1114,general,Scrotum
1117,general,"Secret (see also concealment), by anger"
1117,general,Secret (see also concealment)
1118,general,Seed
1119,general,Plains
1120,general,Cloudburst
1120,general,Scandal
1122,general,Revelation
1122,general,Secret (see also concealment)
1124,general,Search
1124,general,"Ships, Kina'u"
1124,general,Ships
1125,general,Misguided
1129,general,"Mother (see also parents, wife, woman), with flock of children"
1129,general,"Mother (see also parents, wife, woman)"
1134,general,Overflowing
1134,general,Propriety
1135,general,Point
1137,general,"Of bad luck, food"
1137,general,Of bad luck
1139,general,Safety
1139,general,Security
1141,general,Rafters
1143,general,Procession
1145,general,"Nets, carrying"
1145,general,Nets
1148,general,Pigs
1149,general,'Ewa
1151,general,"Preparation, importance of"
1151,general,Preparation
1151,general,Provisions
1152,general,Nets
1152,general,Preparation
1152,general,Pride
1155,general,Self-help
1158,general,"Poison, fish"
1160,general,Mouth
1161,general,Silence
1162,general,Search
1163,general,Pout
1167,general,Pregnancy
1168,general,Peace (see also calm)
1169,general,Poverty (see also destitution)
1169,general,"Prosperity, attraction of"
1169,general,Prosperity
1171,general,"Mouth, raw"
1171,general,Mouth
1175,general,Preparation
1176,general,Preparation
1177,general,Reputation
1178,general,Preparation
1179,general,Rust
1180,general,Railroad
1180,general,Sky
1183,general,Preparation
1184,general,Preparation
1185,general,Reciprocity
1185,general,Servants
1186,general,Observation
1187,general,Peace (see also calm)
1187,general,Satisfaction
1188,general,Power
1188,general,Prosperity
1189,general,Music
1192,general,Pahiuhiu (game)
1194,general,Satisfaction
1195,general,Mouth
1196,general,"Prayers, the last moment"
1196,general,Prayers
1197,general,"'Ikuwa, Kaulua"
1197,general,'Ikuwa
1198,general,Mouth
1198,general,"Planting (see also farming), plans for"
1198,general,Planting (see also farming)
1200,general,Recognition
1201,general,Obvious
1203,general,Obvious
1206,general,"Nostril, hair in"
1206,general,Selection
1207,general,Recognition
1208,general,Skill (see also expert)
1216,general,Poi
1216,general,Salt
1217,general,"Pigs, straying"
1217,general,Pigs
1217,general,Preparation
1217,general,Protection
1218,general,Responsibilities
1223,general,Patience
1224,general,Obedience
1225,general,Music
1228,general,Sea
1230,general,Prayers
1231,general,Signs of rain
1231,general,"Of bad luck, of rain"
1231,general,Of bad luck
1232,general,"'jeather""601, children's behavior"
1232,general,"'jeather""601"
1234,general,Needle
1237,general,"Siblings, younger"
1237,general,Siblings (see family)
1239,general,"Siblings, younger"
1239,general,Siblings (see family)
1239,general,Of bad luck
1240,general,"Skill, at canoe paddling"
1240,general,Skill (see also expert)
1241,general,"Pigs, straying"
1241,general,Pigs
1242,general,Missionaries
1242,general,Prophecy
1242,general,Skin
1243,general,Pu'uhale
1243,general,"Of bad luck, of  trouble"
1243,general,Of bad luck
1245,general,Rain of Hilo
1248,general,Nana
1249,general,Respect
1249,general,"Siblings, younger"
1249,general,Siblings (see family)
1250,general,"Mother (see also parents, wife, woman)"
1250,general,Respect
1250,general,Siblings (see family)
1251,general,Respect
1252,general,"Mother (see also parents, wife, woman)"
1252,general,Pregnancy
1255,general,"Nose, foul-smelling"
1255,general,Nose
1255,general,Odor (see also fragrance)
1260,general,"Signs, of approach"
1260,general,Signs
1262,general,Pregnancy
1267,general,Of bad luck
1271,general,Neck
1275,general,"Mouth, red"
1275,general,Mouth
1277,general,Prudence
1278,general,Money
1281,general,Rat
1282,general,Pu'uhale
1283,general,Silence
1285,general,Pride
1290,general,Prudence
1294,general,Punishment
1294,general,"Rules, adherence to (see also kapu, law)"
1295,general,"'jeather""601"
1298,general,"Mountain (see also hill, summit)"
1300,general,Seed
1301,general,Skin
1305,general,Perspiration
1306,general,Sea
1306,general,"Of bad luck, of storm"
1306,general,Of bad luck
1308,general,Penis
1309,general,Wa'ahila rain
1309,general,Rain of Nu'uanu
1311,general,Seventh
1315,general,Ridgepole
1315,general,Ships
1320,general,Poi
1320,general,Reciprocity
1321,general,Salt
1322,general,Mud
1327,general,Mud
1328,general,Poi
1328,general,Salt
1328,general,Selfishness
1331,general,Silence
1332,general,Odor (see also fragrance)
1334,general,Nets
1339,general,Skin
1340,general,Cloudburst
1342,general,"Sea, dangerous"
1342,general,Sea
1342,general,Pu'uhale
1343,general,Reward
1344,general,Of bad luck
1347,general,Riddling
1355,general,Skin
1356,general,Sand
1357,general,Silence
1361,general,Poi
1363,general,Nets
1366,general,Nets
1375,general,Sky
1377,general,Mouth
1377,general,Silence
1378,general,Nets
1382,general,"Royalty, death of"
1382,general,Pu'uhale
1382,general,"Of bad luck, of death"
1382,general,Of bad luck
1384,general,Silence
1385,general,Salt
1386,general,Sacrifice
1387,general,Pu'uhale
1389,general,Rain of 'Ena
1389,general,Relaxation
1391,general,"Mother (see also parents, wife, woman)"
1393,general,Retribution
1394,general,"Sea, divided"
1394,general,Sea
1395,general,"Pigs, of cloud"
1395,general,Pigs
1395,general,Signs of rain
1395,general,Of bad luck
1396,general,Mouth
1396,general,Retribution
1397,general,"'jeather""601, teach children"
1397,general,"'jeather""601"
1398,general,Retribution
1401,general,Retribution
1403,general,"Sea, of'Alio"
1403,general,Sea
1403,general,Pu'uhale
1403,general,Shore-dweller
1409,general,Sea
1409,general,Pu'uhale
1410,general,Sea
1410,general,"Pu'uhale, separating"
1410,general,Pu'uhale
1411,general,Rat
1413,general,Pu'uhale
1415,general,Money
1416,general,"Pigs, of cloud"
1416,general,Pigs
1416,general,Of bad luck
1417,general,Nose
1418,general,Screw
1418,general,Security
1418,general,Skill (see also expert)
1420,general,Pride
1424,general,Peace (see also calm)
1424,general,"Reward, for loyalty"
1424,general,Reward
1425,general,Peace (see also calm)
1425,general,Pregnancy
1427,general,Past
1435,general,Poi
