phrase_number,category,tags
420,general,"Departure, final"
420,general,Departure
423,general,"Difficulty, end of"
424,general,Departure
425,general,Fear
426,general,Elusiveness
427,general,"Difficulty, end of"
428,general,"Food, sufficient"
428,general,"Food, thanks for"
428,general,Food
431,general,Discord
431,general,Flint
432,general,"Excrement, it, water"
432,general,Excrement
433,general,Ferns
433,general,"Fragrance, ferns"
433,general,Fragrance
434,general,Eyelids
435,general,"Eating, rush to"
435,general,Eating
436,general,Footsteps
442,general,"Fishing, importance of alertness"
442,general,Fishing
444,general,"Fin, dorsal"
444,general,Flattery
445,general,Elders
446,general,"Fish, fighting"
446,general,Fish
446,general,"Fishing, preparationfor"
446,general,Fishing
449,general,"Enticement/lure, gifts"
449,general,Enticement/lure
449,general,Fish
449,general,"Giving, an enticement"
449,general,Giving
451,general,Fish
451,general,Fishermen
451,general,"Gods, of fishermen"
451,general,Gods
454,general,"Elders, mistreatment of"
454,general,"Elders, respectfor"
454,general,Elders
455,general,Fences
458,general,Food
459,general,"Farming (see also planting), weather on"
459,general,Farming (see also planting)
459,general,Fishing
461,general,Evi
462,general,"Destruction, by rain"
462,general,Destruction
462,general,Endless
464,general,Fearless
470,general,Esteem
471,general,Esteem
475,general,"Destruction, wind"
475,general,Destruction
476,general,"Destruction, wind"
476,general,Destruction
482,general,Egotism
484,general,Friendship
486,general,Entanglement
486,general,"Fishing, snarled lines"
486,general,Fishing
487,general,Fear
487,general,"Flowers, falling"
487,general,Flowers
491,general,Ditch
493,general,Disturbance
493,general,Fishing
497,general,Disturbance
497,general,Forests
499,general,Deceit
499,general,"Excrement, games with"
499,general,"Excrement, hidden"
499,general,"Excrement, hands"
499,general,Excrement
499,general,"Games, of children"
499,general,Games
500,general,"Excrement, hands"
500,general,Excrement
503,general,Derision
503,general,Feasts
503,general,"Food, lack of"
503,general,Food
506,general,"Fish, bait"
506,general,Fish
507,general,Difficulties
507,general,Endurance
508,general,Dreams
508,general,Exposure
508,general,Genitals
510,general,Dreams
511,general,Futility
512,general,Fire
514,general,"Family, invitations to rest"
514,general,"Family, recognition by"
514,general,Family
514,general,"Friend, invitation of to"
514,general,Friend
515,general,Eating
516,general,Fragrance
516,general,Friend
516,general,Friendship
518,general,Door
518,general,"Food, for others"
518,general,Food
519,general,"Food, of death"
519,general,Food
520,general,Gods
521,general,"Eating, of seafood"
521,general,Eating
522,general,"Destruction, by the gods"
522,general,Destruction
522,general,"Excrement, use in sorcery"
522,general,Excrement
522,general,Gods
528,general,"Eyes, bright"
528,general,Eyes
533,general,"Gathering, of food (see also fishing),"
535,general,Feathers
539,general,Genealogy
547,general,Evi
548,general,"Food, patch"
548,general,Food
549,general,Disappointment
549,general,Dreams
549,general,Failure
550,general,"Destruction, leads to"
550,general,Destruction
550,general,Ditch
553,general,"Education (see also knowledge, learning)"
555,general,Echo
557,general,"Gods, recognition of chiefs"
557,general,Gods
558,general,Dreams
561,general,"Family, large"
561,general,Family
561,general,"Food, bowls of"
561,general,Food
562,general,Dog
564,general,Friendship
565,general,Friendliness
567,general,Eyes
568,general,Famine
568,general,Food
569,general,Gladness
573,general,Exposure
573,general,Genitals
574,general,Forgetfulness
576,general,"Friendship, disowned"
576,general,Friendship
577,general,Gods
583,general,Friend
584,general,Disgrace
584,general,"Family, fornication within"
584,general,Family
584,general,Fornication (see also adultery)
587,general,Dreams
590,general,Dislike
591,general,Dye
591,general,Equality
593,general,Food
595,general,"Fighting (see also battle, warfare), when provoked"
595,general,"Fighting (see also battle, warfare)"
598,general,Dreams
598,general,Family
599,general,Elders
599,general,Feathers
600,general,Envy
600,general,"Favorite, of a superior"
601,general,Elders
601,general,Family
601,general,Feathers
604,general,Experience
604,general,"Fish, hooked"
604,general,"Fish, wary"
604,general,Fish
605,general,"Fish, ease in catching"
605,general,Fish
605,general,"Fishermen, know where to look"
605,general,Fishermen
606,general,Deceit
606,general,Entanglement
606,general,"Enticement/lure, by words"
606,general,Enticement/lure
606,general,Flattery
607,general,Dissatisfaction
607,general,"Gathering, of food (see also fishing),"
608,general,Desires
608,general,"Gathering, of food (see also fishing),"
609,general,"Fish, ease in catching"
609,general,Fish
610,general,"Fish, death"
610,general,Fish
610,general,Fishing
611,general,"Fish, uncookable"
611,general,Fish
611,general,"Genealogy, permanence of"
611,general,Genealogy
612,general,Fish
612,general,"Fishing, sea"
612,general,"Fishing, preparationfor"
612,general,Fishing
613,general,Excellence
613,general,"Fish, ease in catching"
613,general,"Fish, of the shallows"
613,general,Fish
613,general,Fishermen
613,general,"Fishing, shallow water"
613,general,Fishing
614,general,"Fish, of the shallows"
614,general,Fish
614,general,"Fishing, shallow water"
614,general,Fishing
615,general,Dependence
615,general,Exploitation (see also parasite)
616,general,Evi
616,general,Fish
618,general,Flight
625,general,"Dust, in eyes"
625,general,Dust
625,general,"Eyes, dust in"
625,general,Eyes
628,general,Dog
629,general,"Dog, pet"
629,general,"Dog, well-fed"
629,general,Dog
630,general,Flowers
633,general,"Family, promiscuous and careless"
633,general,Family
637,general,Fragrance
640,general,"God, caterpillar"
642,general,Genealogy
645,general,Envy
650,general,Diving
651,general,"Flowers, bloom"
651,general,Flowers
652,general,Etosion
654,general,Fishing
657,general,"Fishing, net (see also nets)"
657,general,Fishing
659,general,"Flowers, floating on sea"
659,general,Flowers
660,general,Fishing
661,general,Fishing
667,general,"Fathers, unknown"
667,general,Fathers
668,general,Excrement
668,general,"Fathers, unknown"
668,general,Fathers
668,general,Genealogy
675,general,Girls (see also women)
676,general,Fear
676,general,"Fighting (see also battle, warfare), of children"
676,general,"Fighting (see also battle, warfare)"
679,general,Diving
679,general,Easy
679,general,Experience
682,general,Equality
683,general,Dew
684,general,Farmers
685,general,Elders
685,general,"Family, differences within"
685,general,Family
687,general,"Fathers, unknown"
687,general,Fathers
688,general,Elders
690,general,"Gifts, hunting for"
690,general,Gifts
694,general,Drunkenness
695,general,"Flowers, falling"
695,general,Flowers
696,general,Esteem
701,general,Dust
705,general,Equality
706,general,Futility
707,general,Excrement
713,general,"Food, unable to grow"
713,general,Food
714,general,Esteem
715,general,Forests
716,general,"Flight, timefor"
716,general,Flight
717,general,Endurance
718,general,Earth
721,general,Disturbance
722,general,Dislike
725,general,"Depth, of an individual"
725,general,Fishermen
725,general,Fishing
726,general,Fishermen
727,general,Fishermen
727,general,Fishing
728,general,Dog
730,general,Dependence
731,general,Forgetfulness
732,general,"Ghosts/spirits, in canoe"
732,general,Ghosts/spirits
735,general,Discord
737,general,Disappointment
738,general,Flowers
739,general,Fire
739,general,Firebrands
746,general,Firebrands
748,general,"Friend, avoidance of"
748,general,Friend
751,general,Efficiency
751,general,Fish
753,general,Eyes
753,general,Flirtation
754,general,Decomposition (see also rotten)
754,general,"Family, best"
754,general,Family
755,general,Generosity
758,general,Earth
758,general,"Eating, of earth"
758,general,"Eating, of mud"
758,general,Eating
758,general,"Food, of O'ahu"
758,general,Food
761,general,Family
761,general,Feathers
761,general,"Friend, high-ranking people"
761,general,Friend
762,general,Flea
766,general,Ear
768,general,"Food, promise of"
768,general,Food
769,general,"Fish, bait"
769,general,Fish
769,general,Fishpond
772,general,Equality
774,general,Details
774,general,"Fishing, net (see also nets)"
774,general,Fishing
776,general,Diving
776,general,Fishing
779,general,Deeds
782,general,"Family, and leprosy"
782,general,Family
782,general,"Friend, and leprosy"
782,general,Friend
784,general,Gender
784,general,Genitals
786,general,Face
787,general,"Friend, invitation of to"
787,general,Friend
789,general,Fishhook
792,general,Fickle
793,general,"Descendants, genealogy"
793,general,Descendants
794,general,"Descendants, genealogy"
794,general,Descendants
795,general,"Descendants, genealogy"
795,general,Descendants
796,general,"Descendants, genealogy"
796,general,Descendants
796,general,Foolishness
797,general,"Descendants, genealogy"
797,general,Descendants
798,general,Fire
801,general,Disobedience
801,general,Fish
802,general,Dreams
806,general,"Farming (see also planting), success in"
806,general,Farming (see also planting)
806,general,Fishing
806,general,Food
810,general,"Face, rare"
810,general,Face
814,general,Forgiveness
817,general,Elders
819,general,Difficulties
819,general,Flight
820,general,Fire
820,general,"Food, cooked in embers"
820,general,Food
821,general,Drowning
822,general,Feet/foot
823,general,"Dreams, of canoe"
823,general,Dreams
824,general,Friendship
825,general,Drowning
826,general,"Farmers, hard-working"
826,general,Farmers
827,general,Fire
827,general,Firebrands
828,general,"Earth, cling to"
828,general,Earth
829,general,Flattery
830,general,Deceit
830,general,"Face, two"
830,general,Face
831,general,"Family, breaking up"
831,general,Family
832,general,"Fin, dorsal"
839,general,Ear
839,general,Etiquette
840,general,"Fighting (see also battle, warfare)"
841,general,Ferocity
843,general,Discipline
845,general,Dye
849,general,Family
849,general,Genealogy
850,general,Dependence
850,general,Exploitation (see also parasite)
853,general,Discord
853,general,Fog
854,general,Figurehead
856,general,"Ghosts/spirits, blamedfor troubles"
856,general,Ghosts/spirits
859,general,Elusiveness
860,general,Food
861,general,Dependence
861,general,Exploitation (see also parasite)
862,general,Gentleness
865,general,Fat
868,general,Deeds
868,general,Fingers
869,general,Generosity
870,general,"Eating, with fingers"
870,general,Eating
870,general,Farmers
870,general,Fingers
873,general,Fishhook
876,general,Feet/foot
877,general,Drum
882,general,"Fish, mashed"
882,general,Fish
884,general,Friend
886,general,Diligence
889,general,"Eyes, downcast"
889,general,Eyes
889,general,"Food, not shared"
889,general,Food
891,general,Family
892,general,Food
894,general,"Genealogy, questionable"
894,general,Genealogy
897,general,Exploitation (see also parasite)
898,general,Discipline
898,general,Goat
900,general,Exploitation (see also parasite)
900,general,Fishermen
903,general,"Gathering, of food (see also fishing),"
904,general,Failure
904,general,"Family, symbol of"
904,general,Family
905,general,Difficulties
905,general,Endurance
907,general,"Gathering, of food (see also fishing),"
908,general,"Ghosts/spirits, wandering"
908,general,Ghosts/spirits
912,general,Economy
913,general,"Gods, of"
913,general,Gods
915,general,Fish
918,general,Gods
920,general,"Flowers, rare"
920,general,Flowers
921,general,"Descendants, genealogy"
921,general,Descendants
921,general,Genealogy
922,general,Esteem
922,general,"Flowers, high"
922,general,"Flowers, on topmost branch"
922,general,Flowers
930,general,Disruption
932,general,Diligence
933,general,Determination
934,general,"Dust, in eyes"
934,general,Dust
934,general,"Eyes, dust in"
934,general,Eyes
934,general,"Family, shame brought to"
934,general,Family
937,general,"Family, inheritance of fondness"
937,general,Family
937,general,Fondness
937,general,"Food, favorite"
937,general,Food
939,general,Difficulties
939,general,Expert (see also skill)
941,general,"Games, beginning"
941,general,Games
942,general,Fishing
943,general,Fire
946,general,Famine
949,general,Fish
949,general,"Food, scarcity of"
949,general,Food
950,general,Excrement
951,general,"Diaphragm (see also chest, stomach)"
956,general,"Fishing, spear"
956,general,Fishing
957,general,"Fighting (see also battle, warfare)"
962,general,Derision
964,general,"Fishing, net (see also nets)"
964,general,Fishing
965,general,"Food, containersfor"
965,general,Food
966,general,Donkey
970,general,"Eating, finicky"
970,general,Eating
970,general,"Food, choosiness about"
970,general,Food
971,general,"Drifter (see also vagabond, wanderer)"
972,general,"Gifts, of that grown or made"
972,general,Gifts
976,general,Friend
979,general,Deceit
979,general,Errors
979,general,"Fish, used for deception"
979,general,Fish
979,general,Fishermen
980,general,Errors
980,general,Forgiveness
981,general,"Errors, of parents visited on children"
981,general,Errors
981,general,Evi
982,general,Deceit
982,general,Destruction
982,general,"Dreams, nightmares"
982,general,Dreams
982,general,"Ghosts/spirits, of Lana'i"
982,general,Ghosts/spirits
984,general,Entanglement
985,general,Entanglement
985,general,"Fishing, snarled lines"
985,general,Fishing
986,general,Exploitation (see also parasite)
986,general,Family
986,general,"Genealogy, lack of"
986,general,Genealogy
987,general,Fear
987,general,"Flight, in fear"
987,general,Flight
987,general,Forests
989,general,Difficulties
989,general,"Fishing, appropriate timefor"
989,general,Fishing
992,general,Friend
993,general,Discussion
994,general,Dependence
994,general,"Family, extended"
994,general,Family
995,general,Dependence
997,general,"Eating, of taro"
997,general,Eating
997,general,Fish
997,general,Food
1003,general,"Farmers, proud"
1003,general,Farmers
1003,general,Farming (see also planting)
1005,general,Forests
1005,general,"Fragrance, of lehua"
1005,general,Fragrance
1008,general,"Drunkenness, and fighting"
1008,general,Drunkenness
1008,general,"Fighting (see also battle, warfare)"
1010,general,Fog
1012,general,Games
1014,general,Evi
1015,general,Explanation
1016,general,Fire
1016,general,"Food, supply of source of supply"
1016,general,Food
1018,general,Gestures
1021,general,"Errors, have wronged"
1021,general,Errors
1021,general,Fear
1022,general,Diving
1024,general,"Family, return to"
1024,general,Family
1025,general,Estrangement
1025,general,"Family, among"
1025,general,"Family, loyalty to"
1025,general,Family
1027,general,Fish
1032,general,"Eating, of crabs"
1032,general,Eating
1032,general,Fishing
1033,general,Tepa
1035,general,Departure
1036,general,Departure
1037,general,Departure
1039,general,Destitution (see also poverty)
1039,general,Disappointment
1039,general,Failure
1042,general,Dependence
1042,general,"Family, dependence on"
1042,general,Family
1044,general,Destitution (see also poverty)
1044,general,Disappointment
1045,general,Generosity
1045,general,"Gifts, chief"
1045,general,Gifts
1047,general,"Eyes, only one"
1047,general,Eyes
1047,general,"Fishermen, one-eyed"
1047,general,Fishermen
1047,general,"Fishing, signs re"
1047,general,Fishing
1048,general,Fishermen
1048,general,Fishing
1050,general,Fire
1051,general,Evi
1051,general,Family
1052,general,Food
1052,general,"Gathering, of people"
1055,general,Departure
1057,general,"Fish, not shared"
1057,general,Fish
1057,general,"Fishermen, stingy"
1057,general,Fishermen
1057,general,Food
1060,general,Fish
1060,general,Fishing
1060,general,Food
1061,general,"Friend, snub by"
1061,general,Friend
1062,general,Enthusiasm
1064,general,"Friend, snub by"
1064,general,Friend
1067,general,Equality
1069,general,Fathers
1070,general,Dependence
1071,general,Fishing
1072,general,Evi
1073,general,Eggs
1074,general,Equality
1074,general,Family
1074,general,Feathers
1075,general,Friendliness
1076,general,Enemy
1076,general,Finality
1077,general,"Errors, unhappiness over"
1077,general,Errors
1081,general,Flatulence
1082,general,"Food, humble"
1082,general,Food
1083,general,Equality
1084,general,Denial
1084,general,"Eyes, denial of"
1084,general,Eyes
1084,general,Food
1085,general,Genealogy
1087,general,Eating
1089,general,Face
1089,general,Friendliness
1091,general,"Dreams, of phallic stone"
1091,general,Dreams
1095,general,"Gods, denial of"
1095,general,"Gods, power of"
1095,general,Gods
1096,general,Denial
1097,general,"Destruction, by the gods"
1097,general,Destruction
1097,general,Gods
1103,general,Distress
1103,general,"Gods, assistance of"
1103,general,"Gods, home of"
1103,general,Gods
1106,general,Eagerness
1106,general,Eating
1108,general,Disappointment
1108,general,Effort
1108,general,Fishermen
1108,general,Fishing
1109,general,"Fish, big"
1109,general,Fish
1109,general,Fishing
1112,general,Fear
1113,general,"Destruction, leads to"
1113,general,Destruction
1113,general,"Friend, favorite"
1113,general,Friend
1114,general,Disappointment
1114,general,Errors
1114,general,Genitals
1115,general,Disappointment
1115,general,Errors
1115,general,"Fish, without eyes"
1115,general,Fish
1116,general,Errors
1117,general,Exposure
1118,general,Family
1118,general,Fertility
1122,general,Exposure
1125,general,Errors
1128,general,Face
1128,general,"Games, of chiefs"
1128,general,Games
1128,general,"Gathering, of people"
1130,general,Entanglement
1130,general,Fishhook
1130,general,"Fishing, snarled lines"
1130,general,Fishing
1135,general,Egotism
1137,general,Flood
1138,general,Fishing
1139,general,"Face, to the wall"
1139,general,Face
1139,general,Fear
1139,general,Fearless
1139,general,"Flight, in fear"
1139,general,Flight
1140,general,Face
1141,general,Face
1142,general,"Friend, not speaking to"
1142,general,Friend
1143,general,"Ghosts/spirits, procession of"
1143,general,Ghosts/spirits
1145,general,Famine
1146,general,Genealogy
1151,general,Deeds
1152,general,Fishermen
1153,general,Drunkenness
1154,general,Farmers
1154,general,Fishermen
1156,general,Farming (see also planting)
1156,general,Food
1157,general,"Gifts, whenvisiting"
1157,general,Gifts
1158,general,Fish
1159,general,Errors
1159,general,"Fighting (see also battle, warfare)"
1160,general,Errors
1162,general,Fishing
1168,general,Disturbance
1169,general,"Friend, weather"
1169,general,Friend
1169,general,Friendliness
1170,general,"Friend, weather"
1170,general,Friend
1170,general,Friendliness
1174,general,"Eating, thieves"
1174,general,Eating
1174,general,"Eyes, of athiefl"
1174,general,Eyes
1175,general,Distance
1176,general,Fishhook
1176,general,Fishing
1177,general,Deeds
1177,general,"Fragrance, from afar"
1177,general,"Fragrance, of mokihana"
1177,general,Fragrance
1179,general,Foreigners (see also Caucasians)
1180,general,Drunkenness
1181,general,Drunkenness
1181,general,Funeral
1183,general,Fishhook
1183,general,Fishing
1184,general,Fishing
1187,general,Eating
1189,general,Drum
1189,general,Foolishness
1192,general,"Destination, inquiry as to"
1193,general,Departure
1193,general,Distance
1193,general,"Friend, disinterested"
1193,general,Friend
1194,general,"Eating, of fish"
1194,general,Eating
1194,general,"Fish, choice parts"
1194,general,Fish
1194,general,Genitals
1195,general,Food
1198,general,Farming (see also planting)
1198,general,Food
1200,general,"Family, assistance within"
1200,general,Family
1202,general,Fishermen
1202,general,"Fishing, lures (see also bait)"
1202,general,Fishing
1203,general,Deceit
1204,general,Family
1204,general,Faults
1208,general,Deeds
1208,general,Expert (see also skill)
1210,general,"Friend, in time of trouble"
1210,general,Friend
1211,general,Disappointment
1214,general,Depression
1215,general,"Fish, preservation of spawn"
1215,general,"Fish, spawning"
1215,general,Fish
1216,general,"Food, humble"
1216,general,Food
1217,general,Fences
1217,general,"Gods, protection by"
1217,general,Gods
1220,general,Friend
1221,general,Fishing
1223,general,Enticement/lure
1224,general,"Gods, obedience to"
1224,general,Gods
1225,general,Details
1225,general,Drum
1227,general,"Descendants, of chiefs"
1227,general,"Descendants, of gods"
1227,general,Descendants
1227,general,Gods
1228,general,Failure
1229,general,"Descendants, genealogy"
1229,general,Descendants
1230,general,Eyes
1231,general,"Farming (see also planting), weather on"
1231,general,Farming (see also planting)
1233,general,Experience
